cell_name,batch,cell_type
D31-5_89,celseq2,acinar
D31-5_92,celseq2,acinar
D31-6_9,celseq2,acinar
D31-6_11,celseq2,acinar
D31-6_13,celseq2,acinar
D31-6_21,celseq2,acinar
D31-6_24,celseq2,acinar
D31-6_29,celseq2,acinar
D31-6_33,celseq2,acinar
D31-6_39,celseq2,acinar
D31-6_40,celseq2,acinar
D31-6_43,celseq2,acinar
D31-6_52,celseq2,acinar
D31-6_53,celseq2,acinar
D31-6_61,celseq2,acinar
D31-6_62,celseq2,acinar
D31-6_66,celseq2,acinar
D31-6_69,celseq2,acinar
D31-6_75,celseq2,acinar
D31-6_81,celseq2,acinar
D31-6_86,celseq2,acinar
D31-7_9,celseq2,acinar
D31-7_11,celseq2,acinar
D31-7_21,celseq2,acinar
D31-7_38,celseq2,acinar
D31-7_58,celseq2,acinar
D31-7_63,celseq2,acinar
D31-7_70,celseq2,acinar
D31-7_77,celseq2,acinar
D31-8_4,celseq2,acinar
D31-8_7,celseq2,acinar
D31-8_11,celseq2,acinar
D31-8_27,celseq2,acinar
D31-8_40,celseq2,acinar
D31-8_53,celseq2,acinar
D31-8_63,celseq2,acinar
D31-8_81,celseq2,acinar
D31-8_89,celseq2,acinar
D31-8_91,celseq2,acinar
10th_C42_S109,fluidigmc1,acinar
10th_C63_S82,fluidigmc1,acinar
10th_C86_S78,fluidigmc1,acinar
10th_C87_S71,fluidigmc1,acinar
11th-C64_S72,fluidigmc1,acinar
12th-C53_S168,fluidigmc1,acinar
13th_C27_S151,fluidigmc1,acinar
4th-C27_S51,fluidigmc1,acinar
4th-C95_S95,fluidigmc1,acinar
5th-C10_S92,fluidigmc1,acinar
5th-C19_S104,fluidigmc1,acinar
5th-C40_S112,fluidigmc1,acinar
5th-C42_S114,fluidigmc1,acinar
5th-C45_S123,fluidigmc1,acinar
5th-C50_S90,fluidigmc1,acinar
5th-C54_S89,fluidigmc1,acinar
5th-C56_S95,fluidigmc1,acinar
5th-C58_S93,fluidigmc1,acinar
5th-C73_S111,fluidigmc1,acinar
5th-C81_S115,fluidigmc1,acinar
5th-C88_S117,fluidigmc1,acinar
AZ_B8,smartseq2,acinar
AZ_A7,smartseq2,acinar
AZ_H10,smartseq2,acinar
AZ_F6,smartseq2,acinar
HP1502401_A14,smartseq2,acinar
HP1502401_I14,smartseq2,acinar
HP1502401_F13,smartseq2,acinar
HP1502401_G18,smartseq2,acinar
HP1502401_N2,smartseq2,acinar
HP1502401_O14,smartseq2,acinar
HP1502401_B17,smartseq2,acinar
HP1502401_M8,smartseq2,acinar
HP1502401_K10,smartseq2,acinar
HP1502401_D10,smartseq2,acinar
HP1502401_D11,smartseq2,acinar
HP1502401_A22,smartseq2,acinar
HP1502401_K12,smartseq2,acinar
HP1502401_D2,smartseq2,acinar
HP1502401_E23,smartseq2,acinar
HP1502401_E24,smartseq2,acinar
HP1502401_E2,smartseq2,acinar
HP1502401_C1,smartseq2,acinar
HP1502401_J2,smartseq2,acinar
HP1502401_M22,smartseq2,acinar
HP1502401_E20,smartseq2,acinar
HP1504101T2D_L14,smartseq2,acinar
HP1504101T2D_K19,smartseq2,acinar
HP1504101T2D_I6,smartseq2,acinar
HP1504101T2D_A10,smartseq2,acinar
HP1504101T2D_C11,smartseq2,acinar
HP1504101T2D_K10,smartseq2,acinar
HP1504101T2D_J16,smartseq2,acinar
HP1504101T2D_F1,smartseq2,acinar
HP1504901_F23,smartseq2,acinar
HP1504901_D13,smartseq2,acinar
HP1504901_O4,smartseq2,acinar
HP1504901_H16,smartseq2,acinar
HP1506401_K2,smartseq2,acinar
HP1506401_M1,smartseq2,acinar
HP1506401_D14,smartseq2,acinar
HP1506401_A9,smartseq2,acinar
HP1506401_J9,smartseq2,acinar
HP1506401_N1,smartseq2,acinar
HP1506401_G14,smartseq2,acinar
HP1506401_O16,smartseq2,acinar
HP1506401_D3,smartseq2,acinar
HP1506401_E23,smartseq2,acinar
HP1506401_N9,smartseq2,acinar
HP1506401_L19,smartseq2,acinar
HP1506401_H15,smartseq2,acinar
HP1506401_H16,smartseq2,acinar
HP1506401_C24,smartseq2,acinar
HP1506401_N21,smartseq2,acinar
HP1506401_J2,smartseq2,acinar
HP1506401_B1,smartseq2,acinar
HP1506401_I15,smartseq2,acinar
HP1506401_M3,smartseq2,acinar
HP1506401_D24,smartseq2,acinar
HP1506401_J24,smartseq2,acinar
HP1506401_J6,smartseq2,acinar
HP1506401_N5,smartseq2,acinar
HP1506401_E20,smartseq2,acinar
HP1506401_F16,smartseq2,acinar
HP1506401_M18,smartseq2,acinar
HP1506401_I13,smartseq2,acinar
HP1506401_L18,smartseq2,acinar
HP1506401_H18,smartseq2,acinar
HP1506401_F2,smartseq2,acinar
HP1506401_M4,smartseq2,acinar
HP1506401_J3,smartseq2,acinar
HP1506401_L22,smartseq2,acinar
HP1506401_N24,smartseq2,acinar
HP1506401_M19,smartseq2,acinar
HP1506401_J23,smartseq2,acinar
HP1506401_D23,smartseq2,acinar
HP1506401_B5,smartseq2,acinar
HP1506401_K6,smartseq2,acinar
HP1506401_O21,smartseq2,acinar
HP1506401_L9,smartseq2,acinar
HP1506401_E18,smartseq2,acinar
HP1506401_G4,smartseq2,acinar
HP1506401_D12,smartseq2,acinar
HP1506401_B14,smartseq2,acinar
HP1506401_P17,smartseq2,acinar
HP1506401_B16,smartseq2,acinar
HP1506401_I6,smartseq2,acinar
HP1506401_K15,smartseq2,acinar
HP1506401_C13,smartseq2,acinar
HP1506401_O7,smartseq2,acinar
HP1506401_K14,smartseq2,acinar
HP1506401_M17,smartseq2,acinar
HP1506401_J14,smartseq2,acinar
HP1506401_N15,smartseq2,acinar
HP1506401_O18,smartseq2,acinar
HP1506401_G15,smartseq2,acinar
HP1506401_F5,smartseq2,acinar
HP1506401_L3,smartseq2,acinar
HP1506401_A7,smartseq2,acinar
HP1506401_M8,smartseq2,acinar
HP1506401_A6,smartseq2,acinar
HP1506401_F3,smartseq2,acinar
HP1506401_E24,smartseq2,acinar
HP1506401_J15,smartseq2,acinar
HP1506401_I10,smartseq2,acinar
HP1506401_G16,smartseq2,acinar
HP1506401_P23,smartseq2,acinar
HP1506401_B6,smartseq2,acinar
HP1506401_N22,smartseq2,acinar
HP1506401_C7,smartseq2,acinar
HP1506401_C23,smartseq2,acinar
HP1506401_H1,smartseq2,acinar
HP1506401_N23,smartseq2,acinar
HP1506401_H3,smartseq2,acinar
HP1506401_L11,smartseq2,acinar
HP1506401_E14,smartseq2,acinar
HP1506401_O12,smartseq2,acinar
HP1506401_J11,smartseq2,acinar
HP1506401_P10,smartseq2,acinar
HP1507101_E22,smartseq2,acinar
HP1507101_J7,smartseq2,acinar
HP1507101_L17,smartseq2,acinar
HP1508501T2D_A23,smartseq2,acinar
HP1508501T2D_I24,smartseq2,acinar
HP1508501T2D_J23,smartseq2,acinar
HP1508501T2D_N13,smartseq2,acinar
HP1508501T2D_N24,smartseq2,acinar
HP1508501T2D_O7,smartseq2,acinar
HP1508501T2D_M11,smartseq2,acinar
HP1508501T2D_G12,smartseq2,acinar
HP1508501T2D_M7,smartseq2,acinar
HP1508501T2D_G19,smartseq2,acinar
HP1508501T2D_O13,smartseq2,acinar
HP1508501T2D_M18,smartseq2,acinar
HP1508501T2D_K6,smartseq2,acinar
HP1508501T2D_F21,smartseq2,acinar
HP1508501T2D_H16,smartseq2,acinar
HP1508501T2D_G17,smartseq2,acinar
HP1508501T2D_I10,smartseq2,acinar
HP1508501T2D_E4,smartseq2,acinar
HP1508501T2D_L2,smartseq2,acinar
HP1508501T2D_D9,smartseq2,acinar
HP1508501T2D_G18,smartseq2,acinar
HP1508501T2D_P2,smartseq2,acinar
HP1508501T2D_B14,smartseq2,acinar
HP1508501T2D_D18,smartseq2,acinar
HP1508501T2D_N21,smartseq2,acinar
HP1508501T2D_G23,smartseq2,acinar
HP1508501T2D_I7,smartseq2,acinar
HP1508501T2D_O11,smartseq2,acinar
HP1508501T2D_A11,smartseq2,acinar
HP1509101_B16,smartseq2,acinar
HP1509101_F18,smartseq2,acinar
HP1525301T2D_H9,smartseq2,acinar
HP1525301T2D_J5,smartseq2,acinar
HP1525301T2D_D10,smartseq2,acinar
HP1525301T2D_F10,smartseq2,acinar
HP1525301T2D_J23,smartseq2,acinar
HP1525301T2D_J16,smartseq2,acinar
HP1525301T2D_F5,smartseq2,acinar
HP1525301T2D_E2,smartseq2,acinar
HP1525301T2D_C14,smartseq2,acinar
HP1525301T2D_D6,smartseq2,acinar
HP1525301T2D_O3,smartseq2,acinar
HP1525301T2D_G17,smartseq2,acinar
HP1525301T2D_C23,smartseq2,acinar
HP1525301T2D_L5,smartseq2,acinar
HP1525301T2D_C7,smartseq2,acinar
HP1525301T2D_M5,smartseq2,acinar
HP1525301T2D_N10,smartseq2,acinar
HP1525301T2D_K8,smartseq2,acinar
HP1525301T2D_K7,smartseq2,acinar
HP1525301T2D_K5,smartseq2,acinar
HP1525301T2D_F3,smartseq2,acinar
HP1525301T2D_B12,smartseq2,acinar
HP1526901T2D_N4,smartseq2,acinar
HP1526901T2D_N7,smartseq2,acinar
HP1526901T2D_D7,smartseq2,acinar
HP1526901T2D_K17,smartseq2,acinar
HP1526901T2D_L15,smartseq2,acinar
HP1526901T2D_A6,smartseq2,acinar
HP1526901T2D_I12,smartseq2,acinar
HP1526901T2D_N5,smartseq2,acinar
HP1526901T2D_I17,smartseq2,acinar
HP1526901T2D_M18,smartseq2,acinar
HP1526901T2D_E16,smartseq2,acinar
HP1526901T2D_O19,smartseq2,acinar
HP1526901T2D_C8,smartseq2,acinar
HP1526901T2D_H2,smartseq2,acinar
D101_10,celseq,alpha
D101_25,celseq,alpha
D101_66,celseq,alpha
D101_69,celseq,alpha
D101_81,celseq,alpha
D101_84,celseq,alpha
D101_95,celseq,alpha
D102_68,celseq,alpha
D102_78,celseq,alpha
D102_93,celseq,alpha
D10631_29,celseq,alpha
D10631_61,celseq,alpha
D1713_9,celseq,alpha
D1713_21,celseq,alpha
D1713_51,celseq,alpha
D1713_90,celseq,alpha
D172444_4,celseq,alpha
D172444_8,celseq,alpha
D172444_9,celseq,alpha
D172444_10,celseq,alpha
D172444_12,celseq,alpha
D172444_13,celseq,alpha
D172444_14,celseq,alpha
D172444_17,celseq,alpha
D172444_22,celseq,alpha
D172444_25,celseq,alpha
D172444_26,celseq,alpha
D172444_28,celseq,alpha
D172444_29,celseq,alpha
D172444_30,celseq,alpha
D172444_31,celseq,alpha
D172444_32,celseq,alpha
D172444_33,celseq,alpha
D172444_34,celseq,alpha
D172444_35,celseq,alpha
D172444_36,celseq,alpha
D172444_37,celseq,alpha
D172444_38,celseq,alpha
D172444_41,celseq,alpha
D172444_42,celseq,alpha
D172444_43,celseq,alpha
D172444_46,celseq,alpha
D172444_49,celseq,alpha
D172444_52,celseq,alpha
D172444_53,celseq,alpha
D172444_54,celseq,alpha
D172444_56,celseq,alpha
D172444_57,celseq,alpha
D172444_58,celseq,alpha
D172444_60,celseq,alpha
D172444_62,celseq,alpha
D172444_64,celseq,alpha
D172444_66,celseq,alpha
D172444_71,celseq,alpha
D172444_72,celseq,alpha
D172444_73,celseq,alpha
D172444_75,celseq,alpha
D172444_77,celseq,alpha
D172444_78,celseq,alpha
D172444_79,celseq,alpha
D172444_81,celseq,alpha
D172444_83,celseq,alpha
D172444_85,celseq,alpha
D172444_87,celseq,alpha
D172444_88,celseq,alpha
D172444_90,celseq,alpha
D172444_91,celseq,alpha
D172444_92,celseq,alpha
D172444_93,celseq,alpha
D17All1_1,celseq,alpha
D17All1_4,celseq,alpha
D17All1_8,celseq,alpha
D17All1_10,celseq,alpha
D17All1_27,celseq,alpha
D17All1_30,celseq,alpha
D17All1_42,celseq,alpha
D17All1_43,celseq,alpha
D17All1_46,celseq,alpha
D17All1_49,celseq,alpha
D17All1_55,celseq,alpha
D17All1_57,celseq,alpha
D17All1_58,celseq,alpha
D17All1_62,celseq,alpha
D17All1_64,celseq,alpha
D17All1_73,celseq,alpha
D17All1_74,celseq,alpha
D17All1_88,celseq,alpha
D17All1_89,celseq,alpha
D17All1_93,celseq,alpha
D17All2_1,celseq,alpha
D17All2_6,celseq,alpha
D17All2_9,celseq,alpha
D17All2_11,celseq,alpha
D17All2_15,celseq,alpha
D17All2_16,celseq,alpha
D17All2_17,celseq,alpha
D17All2_24,celseq,alpha
D17All2_27,celseq,alpha
D17All2_32,celseq,alpha
D17All2_37,celseq,alpha
D17All2_39,celseq,alpha
D17All2_40,celseq,alpha
D17All2_43,celseq,alpha
D17All2_44,celseq,alpha
D17All2_45,celseq,alpha
D17All2_47,celseq,alpha
D17All2_52,celseq,alpha
D17All2_62,celseq,alpha
D17All2_74,celseq,alpha
D17All2_80,celseq,alpha
D17All2_84,celseq,alpha
D17TGFB_1,celseq,alpha
D17TGFB_2,celseq,alpha
D17TGFB_11,celseq,alpha
D17TGFB_13,celseq,alpha
D17TGFB_15,celseq,alpha
D17TGFB_20,celseq,alpha
D17TGFB_35,celseq,alpha
D17TGFB_40,celseq,alpha
D17TGFB_42,celseq,alpha
D17TGFB_48,celseq,alpha
D17TGFB_52,celseq,alpha
D17TGFB_53,celseq,alpha
D17TGFB_63,celseq,alpha
D17TGFB_65,celseq,alpha
D17TGFB_69,celseq,alpha
D17TGFB_70,celseq,alpha
D17TGFB_73,celseq,alpha
D17TGFB_75,celseq,alpha
D17TGFB_78,celseq,alpha
D17TGFB_82,celseq,alpha
D17TGFB_90,celseq,alpha
D17TGFB_91,celseq,alpha
D17TGFB_94,celseq,alpha
D17TGFB_95,celseq,alpha
D3en2_58,celseq,alpha
D3en4_22,celseq,alpha
D3en4_47,celseq,alpha
D3en4_71,celseq,alpha
D3en4_91,celseq,alpha
D71_3,celseq,alpha
D71_20,celseq,alpha
D71_37,celseq,alpha
D71_40,celseq,alpha
D71_43,celseq,alpha
D71_58,celseq,alpha
D71_76,celseq,alpha
D71_93,celseq,alpha
D72_2,celseq,alpha
D72_8,celseq,alpha
D72_10,celseq,alpha
D72_47,celseq,alpha
D72_54,celseq,alpha
D72_67,celseq,alpha
D72_85,celseq,alpha
D72_88,celseq,alpha
D72_91,celseq,alpha
D72_92,celseq,alpha
D73_1,celseq,alpha
D73_3,celseq,alpha
D73_6,celseq,alpha
D73_10,celseq,alpha
D73_14,celseq,alpha
D73_17,celseq,alpha
D73_31,celseq,alpha
D73_32,celseq,alpha
D73_33,celseq,alpha
D73_36,celseq,alpha
D73_41,celseq,alpha
D73_58,celseq,alpha
D73_59,celseq,alpha
D73_69,celseq,alpha
D73_79,celseq,alpha
D73_81,celseq,alpha
D74_8,celseq,alpha
D74_29,celseq,alpha
D74_32,celseq,alpha
D74_41,celseq,alpha
D74_42,celseq,alpha
D74_52,celseq,alpha
D74_55,celseq,alpha
D74_56,celseq,alpha
D74_57,celseq,alpha
D74_67,celseq,alpha
D74_68,celseq,alpha
D74_70,celseq,alpha
D74_75,celseq,alpha
D74_85,celseq,alpha
D74_87,celseq,alpha
D74_88,celseq,alpha
D74_95,celseq,alpha
D28-1_1,celseq2,alpha
D28-1_15,celseq2,alpha
D28-1_17,celseq2,alpha
D28-1_29,celseq2,alpha
D28-1_30,celseq2,alpha
D28-1_39,celseq2,alpha
D28-1_40,celseq2,alpha
D28-1_41,celseq2,alpha
D28-1_51,celseq2,alpha
D28-1_63,celseq2,alpha
D28-1_65,celseq2,alpha
D28-1_75,celseq2,alpha
D28-1_88,celseq2,alpha
D28-2_2,celseq2,alpha
D28-2_5,celseq2,alpha
D28-2_28,celseq2,alpha
D28-2_43,celseq2,alpha
D28-2_51,celseq2,alpha
D28-2_52,celseq2,alpha
D28-2_65,celseq2,alpha
D28-2_68,celseq2,alpha
D28-2_85,celseq2,alpha
D28-2_90,celseq2,alpha
D28-3_3,celseq2,alpha
D28-3_5,celseq2,alpha
D28-3_7,celseq2,alpha
D28-3_8,celseq2,alpha
D28-3_13,celseq2,alpha
D28-3_15,celseq2,alpha
D28-3_38,celseq2,alpha
D28-3_40,celseq2,alpha
D28-3_42,celseq2,alpha
D28-3_50,celseq2,alpha
D28-3_55,celseq2,alpha
D28-3_64,celseq2,alpha
D28-3_68,celseq2,alpha
D28-3_69,celseq2,alpha
D28-3_76,celseq2,alpha
D28-3_79,celseq2,alpha
D28-3_92,celseq2,alpha
D28-4_13,celseq2,alpha
D28-4_15,celseq2,alpha
D28-4_27,celseq2,alpha
D28-4_29,celseq2,alpha
D28-4_30,celseq2,alpha
D28-4_37,celseq2,alpha
D28-4_39,celseq2,alpha
D28-4_41,celseq2,alpha
D28-4_56,celseq2,alpha
D28-4_62,celseq2,alpha
D28-4_65,celseq2,alpha
D28-4_76,celseq2,alpha
D28-4_87,celseq2,alpha
D28-5_13,celseq2,alpha
D28-5_14,celseq2,alpha
D28-5_15,celseq2,alpha
D28-5_40,celseq2,alpha
D28-5_41,celseq2,alpha
D28-5_50,celseq2,alpha
D28-5_52,celseq2,alpha
D28-5_64,celseq2,alpha
D28-5_65,celseq2,alpha
D28-5_74,celseq2,alpha
D28-5_86,celseq2,alpha
D28-5_87,celseq2,alpha
D28-6_13,celseq2,alpha
D28-6_29,celseq2,alpha
D28-6_37,celseq2,alpha
D28-6_52,celseq2,alpha
D28-6_65,celseq2,alpha
D28-6_77,celseq2,alpha
D28-6_88,celseq2,alpha
D28-7_3,celseq2,alpha
D28-7_5,celseq2,alpha
D28-7_7,celseq2,alpha
D28-7_13,celseq2,alpha
D28-7_16,celseq2,alpha
D28-7_19,celseq2,alpha
D28-7_49,celseq2,alpha
D28-7_53,celseq2,alpha
D28-7_61,celseq2,alpha
D28-7_63,celseq2,alpha
D28-7_65,celseq2,alpha
D28-7_66,celseq2,alpha
D28-7_77,celseq2,alpha
D28-8_2,celseq2,alpha
D28-8_5,celseq2,alpha
D28-8_14,celseq2,alpha
D28-8_15,celseq2,alpha
D28-8_18,celseq2,alpha
D28-8_25,celseq2,alpha
D28-8_27,celseq2,alpha
D28-8_41,celseq2,alpha
D28-8_74,celseq2,alpha
D28-8_86,celseq2,alpha
D29-1_1,celseq2,alpha
D29-1_6,celseq2,alpha
D29-1_7,celseq2,alpha
D29-1_11,celseq2,alpha
D29-1_13,celseq2,alpha
D29-1_17,celseq2,alpha
D29-1_18,celseq2,alpha
D29-1_19,celseq2,alpha
D29-1_20,celseq2,alpha
D29-1_26,celseq2,alpha
D29-1_27,celseq2,alpha
D29-1_29,celseq2,alpha
D29-1_32,celseq2,alpha
D29-1_34,celseq2,alpha
D29-1_37,celseq2,alpha
D29-1_38,celseq2,alpha
D29-1_41,celseq2,alpha
D29-1_44,celseq2,alpha
D29-1_46,celseq2,alpha
D29-1_47,celseq2,alpha
D29-1_50,celseq2,alpha
D29-1_51,celseq2,alpha
D29-1_55,celseq2,alpha
D29-1_59,celseq2,alpha
D29-1_60,celseq2,alpha
D29-1_62,celseq2,alpha
D29-1_69,celseq2,alpha
D29-1_76,celseq2,alpha
D29-1_80,celseq2,alpha
D29-1_87,celseq2,alpha
D29-1_89,celseq2,alpha
D29-2_3,celseq2,alpha
D29-2_6,celseq2,alpha
D29-2_8,celseq2,alpha
D29-2_13,celseq2,alpha
D29-2_15,celseq2,alpha
D29-2_22,celseq2,alpha
D29-2_25,celseq2,alpha
D29-2_28,celseq2,alpha
D29-2_31,celseq2,alpha
D29-2_33,celseq2,alpha
D29-2_35,celseq2,alpha
D29-2_37,celseq2,alpha
D29-2_38,celseq2,alpha
D29-2_39,celseq2,alpha
D29-2_41,celseq2,alpha
D29-2_45,celseq2,alpha
D29-2_48,celseq2,alpha
D29-2_51,celseq2,alpha
D29-2_52,celseq2,alpha
D29-2_67,celseq2,alpha
D29-2_69,celseq2,alpha
D29-2_71,celseq2,alpha
D29-2_74,celseq2,alpha
D29-2_75,celseq2,alpha
D29-2_76,celseq2,alpha
D29-2_84,celseq2,alpha
D29-2_90,celseq2,alpha
D29-2_91,celseq2,alpha
D29-2_93,celseq2,alpha
D29-2_94,celseq2,alpha
D29-3_3,celseq2,alpha
D29-3_18,celseq2,alpha
D29-3_22,celseq2,alpha
D29-3_25,celseq2,alpha
D29-3_29,celseq2,alpha
D29-3_30,celseq2,alpha
D29-3_31,celseq2,alpha
D29-3_33,celseq2,alpha
D29-3_34,celseq2,alpha
D29-3_38,celseq2,alpha
D29-3_40,celseq2,alpha
D29-3_42,celseq2,alpha
D29-3_47,celseq2,alpha
D29-3_49,celseq2,alpha
D29-3_53,celseq2,alpha
D29-3_54,celseq2,alpha
D29-3_56,celseq2,alpha
D29-3_60,celseq2,alpha
D29-3_66,celseq2,alpha
D29-3_72,celseq2,alpha
D29-3_74,celseq2,alpha
D29-3_76,celseq2,alpha
D29-3_77,celseq2,alpha
D29-3_79,celseq2,alpha
D29-3_81,celseq2,alpha
D29-3_84,celseq2,alpha
D29-3_92,celseq2,alpha
D29-3_93,celseq2,alpha
D29-4_2,celseq2,alpha
D29-4_5,celseq2,alpha
D29-4_8,celseq2,alpha
D29-4_9,celseq2,alpha
D29-4_12,celseq2,alpha
D29-4_13,celseq2,alpha
D29-4_15,celseq2,alpha
D29-4_16,celseq2,alpha
D29-4_18,celseq2,alpha
D29-4_22,celseq2,alpha
D29-4_25,celseq2,alpha
D29-4_26,celseq2,alpha
D29-4_28,celseq2,alpha
D29-4_29,celseq2,alpha
D29-4_30,celseq2,alpha
D29-4_33,celseq2,alpha
D29-4_34,celseq2,alpha
D29-4_35,celseq2,alpha
D29-4_38,celseq2,alpha
D29-4_46,celseq2,alpha
D29-4_49,celseq2,alpha
D29-4_50,celseq2,alpha
D29-4_51,celseq2,alpha
D29-4_53,celseq2,alpha
D29-4_55,celseq2,alpha
D29-4_56,celseq2,alpha
D29-4_57,celseq2,alpha
D29-4_58,celseq2,alpha
D29-4_60,celseq2,alpha
D29-4_61,celseq2,alpha
D29-4_62,celseq2,alpha
D29-4_65,celseq2,alpha
D29-4_66,celseq2,alpha
D29-4_68,celseq2,alpha
D29-4_70,celseq2,alpha
D29-4_72,celseq2,alpha
D29-4_74,celseq2,alpha
D29-4_75,celseq2,alpha
D29-4_77,celseq2,alpha
D29-4_80,celseq2,alpha
D29-4_82,celseq2,alpha
D29-4_85,celseq2,alpha
D29-4_93,celseq2,alpha
D29-5_3,celseq2,alpha
D29-5_5,celseq2,alpha
D29-5_7,celseq2,alpha
D29-5_8,celseq2,alpha
D29-5_11,celseq2,alpha
D29-5_17,celseq2,alpha
D29-5_18,celseq2,alpha
D29-5_19,celseq2,alpha
D29-5_24,celseq2,alpha
D29-5_31,celseq2,alpha
D29-5_33,celseq2,alpha
D29-5_35,celseq2,alpha
D29-5_39,celseq2,alpha
D29-5_43,celseq2,alpha
D29-5_44,celseq2,alpha
D29-5_46,celseq2,alpha
D29-5_49,celseq2,alpha
D29-5_54,celseq2,alpha
D29-5_56,celseq2,alpha
D29-5_57,celseq2,alpha
D29-5_59,celseq2,alpha
D29-5_65,celseq2,alpha
D29-5_67,celseq2,alpha
D29-5_68,celseq2,alpha
D29-5_71,celseq2,alpha
D29-5_75,celseq2,alpha
D29-5_82,celseq2,alpha
D29-5_87,celseq2,alpha
D29-5_92,celseq2,alpha
D29-6_1,celseq2,alpha
D29-6_8,celseq2,alpha
D29-6_17,celseq2,alpha
D29-6_19,celseq2,alpha
D29-6_21,celseq2,alpha
D29-6_24,celseq2,alpha
D29-6_26,celseq2,alpha
D29-6_27,celseq2,alpha
D29-6_29,celseq2,alpha
D29-6_34,celseq2,alpha
D29-6_38,celseq2,alpha
D29-6_40,celseq2,alpha
D29-6_41,celseq2,alpha
D29-6_42,celseq2,alpha
D29-6_48,celseq2,alpha
D29-6_51,celseq2,alpha
D29-6_52,celseq2,alpha
D29-6_53,celseq2,alpha
D29-6_54,celseq2,alpha
D29-6_57,celseq2,alpha
D29-6_58,celseq2,alpha
D29-6_60,celseq2,alpha
D29-6_64,celseq2,alpha
D29-6_65,celseq2,alpha
D29-6_69,celseq2,alpha
D29-6_78,celseq2,alpha
D29-6_82,celseq2,alpha
D29-6_83,celseq2,alpha
D29-6_84,celseq2,alpha
D29-6_86,celseq2,alpha
D29-6_89,celseq2,alpha
D29-6_90,celseq2,alpha
D29-6_91,celseq2,alpha
D29-6_94,celseq2,alpha
D29-7_1,celseq2,alpha
D29-7_6,celseq2,alpha
D29-7_25,celseq2,alpha
D29-7_32,celseq2,alpha
D29-7_33,celseq2,alpha
D29-7_38,celseq2,alpha
D29-7_43,celseq2,alpha
D29-7_44,celseq2,alpha
D29-7_46,celseq2,alpha
D29-7_47,celseq2,alpha
D29-7_50,celseq2,alpha
D29-7_51,celseq2,alpha
D29-7_55,celseq2,alpha
D29-7_56,celseq2,alpha
D29-7_57,celseq2,alpha
D29-7_59,celseq2,alpha
D29-7_64,celseq2,alpha
D29-7_65,celseq2,alpha
D29-7_70,celseq2,alpha
D29-7_72,celseq2,alpha
D29-7_73,celseq2,alpha
D29-7_76,celseq2,alpha
D29-7_80,celseq2,alpha
D29-7_82,celseq2,alpha
D29-7_84,celseq2,alpha
D29-7_85,celseq2,alpha
D29-7_90,celseq2,alpha
D29-7_92,celseq2,alpha
D29-8_2,celseq2,alpha
D29-8_7,celseq2,alpha
D29-8_14,celseq2,alpha
D29-8_15,celseq2,alpha
D29-8_18,celseq2,alpha
D29-8_20,celseq2,alpha
D29-8_24,celseq2,alpha
D29-8_25,celseq2,alpha
D29-8_27,celseq2,alpha
D29-8_29,celseq2,alpha
D29-8_30,celseq2,alpha
D29-8_32,celseq2,alpha
D29-8_33,celseq2,alpha
D29-8_39,celseq2,alpha
D29-8_45,celseq2,alpha
D29-8_51,celseq2,alpha
D29-8_55,celseq2,alpha
D29-8_56,celseq2,alpha
D29-8_59,celseq2,alpha
D29-8_60,celseq2,alpha
D29-8_64,celseq2,alpha
D29-8_65,celseq2,alpha
D29-8_66,celseq2,alpha
D29-8_76,celseq2,alpha
D29-8_77,celseq2,alpha
D29-8_82,celseq2,alpha
D29-8_84,celseq2,alpha
D29-8_86,celseq2,alpha
D30-1_4,celseq2,alpha
D30-1_7,celseq2,alpha
D30-1_9,celseq2,alpha
D30-1_10,celseq2,alpha
D30-1_15,celseq2,alpha
D30-1_16,celseq2,alpha
D30-1_17,celseq2,alpha
D30-1_21,celseq2,alpha
D30-1_23,celseq2,alpha
D30-1_24,celseq2,alpha
D30-1_27,celseq2,alpha
D30-1_28,celseq2,alpha
D30-1_35,celseq2,alpha
D30-1_37,celseq2,alpha
D30-1_38,celseq2,alpha
D30-1_40,celseq2,alpha
D30-1_47,celseq2,alpha
D30-1_49,celseq2,alpha
D30-1_52,celseq2,alpha
D30-1_54,celseq2,alpha
D30-1_56,celseq2,alpha
D30-1_58,celseq2,alpha
D30-1_59,celseq2,alpha
D30-1_60,celseq2,alpha
D30-1_71,celseq2,alpha
D30-1_73,celseq2,alpha
D30-1_75,celseq2,alpha
D30-1_81,celseq2,alpha
D30-1_82,celseq2,alpha
D30-1_84,celseq2,alpha
D30-1_86,celseq2,alpha
D30-1_87,celseq2,alpha
D30-1_90,celseq2,alpha
D30-2_2,celseq2,alpha
D30-2_5,celseq2,alpha
D30-2_10,celseq2,alpha
D30-2_12,celseq2,alpha
D30-2_13,celseq2,alpha
D30-2_14,celseq2,alpha
D30-2_15,celseq2,alpha
D30-2_16,celseq2,alpha
D30-2_18,celseq2,alpha
D30-2_19,celseq2,alpha
D30-2_21,celseq2,alpha
D30-2_23,celseq2,alpha
D30-2_24,celseq2,alpha
D30-2_25,celseq2,alpha
D30-2_28,celseq2,alpha
D30-2_31,celseq2,alpha
D30-2_34,celseq2,alpha
D30-2_37,celseq2,alpha
D30-2_47,celseq2,alpha
D30-2_60,celseq2,alpha
D30-2_62,celseq2,alpha
