"Cell","batch","cell_type","ExpLibSize"
"Cell2380","Batch3","Group4",72861.7231308371
"Cell2381","Batch3","Group1",69784.8600290186
"Cell2382","Batch3","Group1",58854.7669991818
"Cell2383","Batch3","Group3",56926.5372477976
"Cell2384","Batch3","Group4",54795.8476251293
"Cell2385","Batch3","Group3",64697.987494514
"Cell2386","Batch3","Group4",44644.661340845
"Cell2387","Batch3","Group4",58195.2742032808
"Cell2388","Batch3","Group2",77923.1587831292
"Cell2389","Batch3","Group4",57123.1657072357
"Cell2390","Batch3","Group3",66511.292979022
"Cell2391","Batch3","Group3",90755.5641140327
"Cell2392","Batch3","Group2",80021.7077282903
"Cell2393","Batch3","Group1",58017.8025806281
"Cell2394","Batch3","Group1",57368.8024419072
"Cell2395","Batch3","Group4",46513.8307670899
"Cell2396","Batch3","Group4",84374.3921427625
"Cell2397","Batch3","Group4",63631.2218048354
"Cell2398","Batch3","Group1",51860.5084513133
"Cell2399","Batch3","Group1",72939.449839574
"Cell2400","Batch3","Group3",67414.8604245837
"Cell2401","Batch3","Group4",66750.2634328031
"Cell2402","Batch3","Group1",68476.0917667956
"Cell2403","Batch3","Group4",65890.4317163642
"Cell2404","Batch3","Group2",47707.6076397684
"Cell2405","Batch3","Group1",75265.4854078833
"Cell2406","Batch3","Group4",46811.3976143824
"Cell2407","Batch3","Group2",64858.6962922503
"Cell2408","Batch3","Group3",50007.0377720487
"Cell2409","Batch3","Group3",47061.7197706189
"Cell2410","Batch3","Group2",45796.947073912
"Cell2411","Batch3","Group3",68292.1879455385
"Cell2412","Batch3","Group2",67720.2603292142
"Cell2413","Batch3","Group1",39705.7680983737
"Cell2414","Batch3","Group2",64147.6457804271
"Cell2415","Batch3","Group4",47060.4040604173
"Cell2416","Batch3","Group1",60127.738832019
"Cell2417","Batch3","Group4",56821.2110024005
"Cell2418","Batch3","Group2",41959.14776414
"Cell2419","Batch3","Group4",55065.8604366903
"Cell2420","Batch3","Group1",82466.161028245
"Cell2421","Batch3","Group2",55808.0374981424
"Cell2422","Batch3","Group3",75523.6220483891
"Cell2423","Batch3","Group2",80085.9715691144
"Cell2424","Batch3","Group1",64422.9778612058
"Cell2425","Batch3","Group2",87302.7007943487
"Cell2426","Batch3","Group1",64924.6456450564
"Cell2427","Batch3","Group3",53517.1461917633
"Cell2428","Batch3","Group4",62958.6605222725
"Cell2429","Batch3","Group3",74981.8799516917
"Cell2430","Batch3","Group2",46858.1963643177
"Cell2431","Batch3","Group3",85481.5616271493
"Cell2432","Batch3","Group1",42807.2552336836
"Cell2433","Batch3","Group3",68780.9487222139
"Cell2434","Batch3","Group2",46602.2918003903
"Cell2435","Batch3","Group4",51243.6354693365
"Cell2436","Batch3","Group3",71937.8300397765
"Cell2437","Batch3","Group1",54637.3740830076
"Cell2438","Batch3","Group4",69692.9073674865
"Cell2439","Batch3","Group2",61539.8009926968
"Cell2440","Batch3","Group2",56990.381940361
"Cell2441","Batch3","Group1",45551.3388691937
"Cell2442","Batch3","Group3",43030.1615426174
"Cell2443","Batch3","Group4",54302.5861262218
"Cell2444","Batch3","Group1",52071.8713862907
"Cell2445","Batch3","Group1",52405.6537956216
"Cell2446","Batch3","Group1",60274.6318656004
"Cell2447","Batch3","Group1",63649.6772773922
"Cell2448","Batch3","Group1",59604.3428185074
"Cell2449","Batch3","Group1",55450.3706128247
"Cell2450","Batch3","Group1",65086.1187547774
"Cell2451","Batch3","Group1",55608.154836914
"Cell2452","Batch3","Group1",83196.9431752054
"Cell2453","Batch3","Group4",85993.3676802228
"Cell2454","Batch3","Group4",67931.145748672
"Cell2455","Batch3","Group4",51784.5995876443
"Cell2456","Batch3","Group2",55796.2641709656
"Cell2457","Batch3","Group3",51443.3674167444
"Cell2458","Batch3","Group3",61560.8557874214
"Cell2459","Batch3","Group2",57405.5178576289
"Cell2460","Batch3","Group2",68909.4061581747
"Cell2461","Batch3","Group2",50060.6381637518
"Cell2462","Batch3","Group3",54819.2589332261
"Cell2463","Batch3","Group1",46303.4252880275
"Cell2464","Batch3","Group3",64616.4644637348
"Cell2465","Batch3","Group2",62431.4954893259
"Cell2466","Batch3","Group4",55498.3409300902
"Cell2467","Batch3","Group2",47356.0692200908
"Cell2468","Batch3","Group1",56622.2036113594
"Cell2469","Batch3","Group4",51195.1440193688
"Cell2470","Batch3","Group3",52501.7136977468
"Cell2471","Batch3","Group1",61202.0203666228
"Cell2472","Batch3","Group1",79333.6286113031
"Cell2473","Batch3","Group4",61460.1800573674
"Cell2474","Batch3","Group4",40289.1560810735
"Cell2475","Batch3","Group3",48420.3844186012
"Cell2476","Batch3","Group4",79362.1464272806
"Cell2477","Batch3","Group1",78231.4887959419
"Cell2478","Batch3","Group2",59078.2764719873
"Cell2479","Batch3","Group2",43681.050430172
"Cell2480","Batch3","Group1",58717.3047922241
"Cell2481","Batch3","Group3",45734.9769615705
"Cell2482","Batch3","Group1",44427.284330748
"Cell2483","Batch3","Group1",51216.3739399006
"Cell2484","Batch3","Group2",58076.341488069
"Cell2485","Batch3","Group4",57185.9593350404
"Cell2486","Batch3","Group2",83354.5552993342
"Cell2487","Batch3","Group4",54170.7359176459
"Cell2488","Batch3","Group3",58253.2398057766
"Cell2489","Batch3","Group1",52002.9807500961
"Cell2490","Batch3","Group2",45695.9448319462
"Cell2491","Batch3","Group3",63956.494252903
"Cell2492","Batch3","Group4",50517.1452634836
"Cell2493","Batch3","Group4",71023.0204663584
"Cell2494","Batch3","Group2",57639.0728129005
"Cell2495","Batch3","Group2",72814.4625323484
"Cell2496","Batch3","Group3",69805.4481802085
"Cell2497","Batch3","Group1",54736.0975318907
"Cell2498","Batch3","Group4",51499.7699183583
"Cell2499","Batch3","Group1",70776.853689186
"Cell2500","Batch3","Group2",62070.3347985359
"Cell2501","Batch3","Group3",56700.6225959259
"Cell2502","Batch3","Group1",53015.2880988498
"Cell2503","Batch3","Group2",41955.1240762322
"Cell2504","Batch3","Group4",54067.8352693631
"Cell2505","Batch3","Group4",70015.7561154364
"Cell2506","Batch3","Group4",62030.016209026
"Cell2507","Batch3","Group4",66858.0165053195
"Cell2508","Batch3","Group2",51205.1566769097
"Cell2509","Batch3","Group2",50845.825691018
"Cell2510","Batch3","Group3",49960.2718679587
"Cell2511","Batch3","Group4",68088.2252719908
"Cell2512","Batch3","Group4",68001.790845852
"Cell2513","Batch3","Group2",59645.8421407091
"Cell2514","Batch3","Group4",49978.0881004307
"Cell2515","Batch3","Group3",68438.0674859521
"Cell2516","Batch3","Group4",46369.1561080109
"Cell2517","Batch3","Group2",63729.0637981084
"Cell2518","Batch3","Group2",62463.7792472537
"Cell2519","Batch3","Group2",51956.4699833562
"Cell2520","Batch3","Group1",73355.3664239464
"Cell2521","Batch3","Group3",59902.4657772257
"Cell2522","Batch3","Group2",71985.8811535412
"Cell2523","Batch3","Group3",67209.101946083
"Cell2524","Batch3","Group2",44201.7733860504
"Cell2525","Batch3","Group1",79078.9875558667
"Cell2526","Batch3","Group1",86498.719375268
"Cell2527","Batch3","Group2",69739.7213387639
"Cell2528","Batch3","Group3",45613.7097573386
"Cell2529","Batch3","Group2",61685.2486537344
"Cell2530","Batch3","Group2",44738.1212796156
"Cell2531","Batch3","Group4",47628.919351501
"Cell2532","Batch3","Group4",48036.2050902235
"Cell2533","Batch3","Group1",72665.0894261632
"Cell2534","Batch3","Group3",45525.7205610812
"Cell2535","Batch3","Group3",74463.1293199537
"Cell2536","Batch3","Group3",47947.6305487463
"Cell2537","Batch3","Group3",44776.2598075391
"Cell2538","Batch3","Group1",55492.6561391058
"Cell2539","Batch3","Group1",57048.8170162757
"Cell2540","Batch3","Group3",94260.4656373745
"Cell2541","Batch3","Group4",40807.7373670056
"Cell2542","Batch3","Group3",69702.1097431736
"Cell2543","Batch3","Group2",45712.7805519247
"Cell2544","Batch3","Group4",56123.7950390995
"Cell2545","Batch3","Group2",50247.6919344714
"Cell2546","Batch3","Group1",83535.7812343993
"Cell2547","Batch3","Group1",48013.4976270196
"Cell2548","Batch3","Group3",71990.5507781978
"Cell2549","Batch3","Group1",43723.9966792525
"Cell2550","Batch3","Group4",59656.5335277559
"Cell2551","Batch3","Group3",53574.0135894959
"Cell2552","Batch3","Group2",44071.6355855917
"Cell2553","Batch3","Group2",48602.3534165978
"Cell2554","Batch3","Group3",48751.0288912046
"Cell2555","Batch3","Group4",61522.922044273
"Cell2556","Batch3","Group1",77142.3258175644
"Cell2557","Batch3","Group4",52571.9057860982
"Cell2558","Batch3","Group1",70261.5346869494
"Cell2559","Batch3","Group4",49498.7495389882
"Cell2560","Batch3","Group3",58481.6976348524
"Cell2561","Batch3","Group2",75594.2607665405
"Cell2562","Batch3","Group3",66273.6768740951
"Cell2563","Batch3","Group1",63215.5577737295
"Cell2564","Batch3","Group1",64196.0638208431
"Cell2565","Batch3","Group3",78386.398606117
"Cell2566","Batch3","Group3",55431.5891493871
"Cell2567","Batch3","Group3",46531.1658468615
"Cell2568","Batch3","Group1",61741.054261938
"Cell2569","Batch3","Group2",63737.7810521929
"Cell2570","Batch3","Group3",62222.3639717229
"Cell2571","Batch3","Group3",37253.2495637877
"Cell2572","Batch3","Group4",76037.3286386915
"Cell2573","Batch3","Group3",54925.2060694485
"Cell2574","Batch3","Group1",78516.6336007888
"Cell2575","Batch3","Group4",59629.533765514
"Cell2576","Batch3","Group4",58778.3239856612
"Cell2577","Batch3","Group3",72942.1742983326
"Cell2578","Batch3","Group1",53152.9743128001
"Cell2579","Batch3","Group2",73086.6337505655
"Cell2580","Batch3","Group4",50314.5981117835
"Cell2581","Batch3","Group4",39012.2217880421
"Cell2582","Batch3","Group4",57439.1694048086
"Cell2583","Batch3","Group3",62262.4523645605
"Cell2584","Batch3","Group1",47483.8626848499
"Cell2585","Batch3","Group3",67410.5888304217
"Cell2586","Batch3","Group2",53339.1797814938
"Cell2587","Batch3","Group4",46667.2367578837
"Cell2588","Batch3","Group3",49945.3551114588
"Cell2589","Batch3","Group2",56926.9328192498
"Cell2590","Batch3","Group4",81138.2429366241
"Cell2591","Batch3","Group4",39439.8357430678
"Cell2592","Batch3","Group3",72646.2285213814
"Cell2593","Batch3","Group1",80159.5716283915
"Cell2594","Batch3","Group1",72371.8001624845
"Cell2595","Batch3","Group2",48600.8156561698
"Cell2596","Batch3","Group2",76925.8989115642
"Cell2597","Batch3","Group3",82637.4546434453
"Cell2598","Batch3","Group4",53262.5691746945
"Cell2599","Batch3","Group1",56447.60816646
"Cell2600","Batch3","Group4",62287.9626841909
"Cell2601","Batch3","Group4",52962.581827761
"Cell2602","Batch3","Group1",71436.6736512633
"Cell2603","Batch3","Group3",76579.1315653695
"Cell2604","Batch3","Group1",74901.7895218118
"Cell2605","Batch3","Group2",61041.9375769721
"Cell2606","Batch3","Group1",70911.0274562252
"Cell2607","Batch3","Group2",49594.8161744011
"Cell2608","Batch3","Group1",67746.6057585485
"Cell2609","Batch3","Group1",65283.1831252264
"Cell2610","Batch3","Group4",71366.0189544842
"Cell2611","Batch3","Group1",56915.6866710569
"Cell2612","Batch3","Group2",83866.8632309845
"Cell2613","Batch3","Group3",63285.4147691571
"Cell2614","Batch3","Group1",49701.2246802199
"Cell2615","Batch3","Group4",53571.2112205441
"Cell2616","Batch3","Group1",44039.942894162
"Cell2617","Batch3","Group2",43503.2332297948
"Cell2618","Batch3","Group1",60280.0359513791
"Cell2619","Batch3","Group3",57780.4750638004
"Cell2620","Batch3","Group4",47026.9573489949
"Cell2621","Batch3","Group4",74664.1334365641
"Cell2622","Batch3","Group1",79667.7735082944
"Cell2623","Batch3","Group1",57944.9227032192
"Cell2624","Batch3","Group2",57221.3041943568
"Cell2625","Batch3","Group3",65994.5142576298
"Cell2626","Batch3","Group1",38158.429203394
"Cell2627","Batch3","Group4",48742.7201225781
"Cell2628","Batch3","Group1",76112.7478798913
"Cell2629","Batch3","Group3",60866.4100182441
"Cell2630","Batch3","Group1",65797.0814717997
"Cell2631","Batch3","Group3",64457.3677326781
"Cell2632","Batch3","Group4",49663.1089306689
"Cell2633","Batch3","Group3",56618.7870287198
"Cell2634","Batch3","Group4",50680.721267858
"Cell2635","Batch3","Group4",64041.0506676034
"Cell2636","Batch3","Group4",64017.964843563
"Cell2637","Batch3","Group3",56291.1446447555
"Cell2638","Batch3","Group1",55052.7837020999
"Cell2639","Batch3","Group2",52676.0165492317
"Cell2640","Batch3","Group2",66754.0338527948
"Cell2641","Batch3","Group4",67856.2904429035
"Cell2642","Batch3","Group1",74977.6419621765
"Cell2643","Batch3","Group4",53959.1075645819
"Cell2644","Batch3","Group2",54336.9771940664
"Cell2645","Batch3","Group2",68912.1305103184
"Cell2646","Batch3","Group3",46474.8023917782
"Cell2647","Batch3","Group3",56955.5041370476
"Cell2648","Batch3","Group4",62667.2525205319
"Cell2649","Batch3","Group2",79965.2197434328
"Cell2650","Batch3","Group4",58590.2562025725
"Cell2651","Batch3","Group1",43764.4001848209
"Cell2652","Batch3","Group3",60139.2382930018
"Cell2653","Batch3","Group1",70825.8488177892
"Cell2654","Batch3","Group3",69942.7395469855
"Cell2655","Batch3","Group1",47056.0181482747
"Cell2656","Batch3","Group4",51517.4520312188
"Cell2657","Batch3","Group3",65552.6599593055
"Cell2658","Batch3","Group2",58104.1354239362
"Cell2659","Batch3","Group3",46227.686525162
"Cell2660","Batch3","Group3",41147.9682527995
"Cell2661","Batch3","Group4",49218.9027644798
"Cell2662","Batch3","Group2",48939.1078845716
"Cell2663","Batch3","Group2",67427.1474928219
"Cell2664","Batch3","Group3",60827.6657711694
"Cell2665","Batch3","Group1",59851.0137193142
"Cell2666","Batch3","Group3",56082.3734087159
"Cell2667","Batch3","Group2",37825.3195146253
"Cell2668","Batch3","Group1",53698.3394261795
"Cell2669","Batch3","Group2",49179.4692302718
"Cell2670","Batch3","Group4",52533.5039870593
"Cell2671","Batch3","Group3",63640.2469632962
"Cell2672","Batch3","Group2",52162.7237617769
"Cell2673","Batch3","Group1",63031.5812866665
"Cell2674","Batch3","Group1",83581.3564230633
"Cell2675","Batch3","Group1",50705.3150488514
"Cell2676","Batch3","Group1",55422.6321534065
"Cell2677","Batch3","Group3",53878.3646404994
"Cell2678","Batch3","Group3",58063.0588985786
"Cell2679","Batch3","Group1",64933.9265622691
"Cell2680","Batch3","Group4",60572.4730263459
"Cell2681","Batch3","Group1",43991.992532712
"Cell2682","Batch3","Group4",66896.4659172346
"Cell2683","Batch3","Group3",27268.8854304824
"Cell2684","Batch3","Group2",53608.8623644853
"Cell2685","Batch3","Group1",72871.1173470934
"Cell2686","Batch3","Group2",99099.2994919766
"Cell2687","Batch3","Group1",59491.1795418325
"Cell2688","Batch3","Group2",48667.6400864304
"Cell2689","Batch3","Group1",55580.0130250737
"Cell2690","Batch3","Group4",75955.5717375346
"Cell2691","Batch3","Group2",57161.4423031317
"Cell2692","Batch3","Group1",63870.9293849194
"Cell2693","Batch3","Group2",59859.8163102233
"Cell2694","Batch3","Group1",53270.7094566983
"Cell2695","Batch3","Group2",41019.6398361696
"Cell2696","Batch3","Group4",61985.9524123479
"Cell2697","Batch3","Group3",56032.9293458648
"Cell2698","Batch3","Group3",50228.6933961667
"Cell2699","Batch3","Group3",71654.6717226876
"Cell2700","Batch3","Group4",63130.9845672173
"Cell2701","Batch3","Group1",82833.8199889401
"Cell2702","Batch3","Group2",58260.441966814
"Cell2703","Batch3","Group2",42560.3727539491
"Cell2704","Batch3","Group4",60704.6261691544
"Cell2705","Batch3","Group3",61246.5385631189
"Cell2706","Batch3","Group3",44291.9367520796
"Cell2707","Batch3","Group2",39585.3056016368
"Cell2708","Batch3","Group4",80577.1576337387
"Cell2709","Batch3","Group2",59481.7241463968
"Cell2710","Batch3","Group4",43850.6866724795
"Cell2711","Batch3","Group3",52365.2605454049
"Cell2712","Batch3","Group2",66114.272717957
"Cell2713","Batch3","Group2",41758.0707156867
"Cell2714","Batch3","Group3",52192.7358025123
"Cell2715","Batch3","Group2",59692.088118163
"Cell2716","Batch3","Group3",60560.4314068922
"Cell2717","Batch3","Group3",69563.7311235297
"Cell2718","Batch3","Group2",71005.2781930613
"Cell2719","Batch3","Group2",53809.1686380863
"Cell2720","Batch3","Group2",71160.579101249
"Cell2721","Batch3","Group4",56950.9953097167
"Cell2722","Batch3","Group1",72997.3444095774
"Cell2723","Batch3","Group3",64794.4685895786
"Cell2724","Batch3","Group3",73574.4136003533
"Cell2725","Batch3","Group1",50049.80665109
"Cell2726","Batch3","Group1",58572.1234756181
"Cell2727","Batch3","Group2",54679.304003322
"Cell2728","Batch3","Group2",47767.1556151994
"Cell2729","Batch3","Group1",96126.537067651
"Cell2730","Batch3","Group1",60519.3868379547
"Cell2731","Batch3","Group3",62692.0578773361
"Cell2732","Batch3","Group3",70903.3874668097
"Cell2733","Batch3","Group4",44495.2708405507
"Cell2734","Batch3","Group4",66847.7374826218
"Cell2735","Batch3","Group2",52262.3794107799
"Cell2736","Batch3","Group1",45332.3430852842
"Cell2737","Batch3","Group2",56150.920170682
"Cell2738","Batch3","Group1",52355.5091367113
"Cell2739","Batch3","Group4",56525.0273363937
"Cell2740","Batch3","Group3",50528.5789696275
"Cell2741","Batch3","Group1",81739.4572260035
"Cell2742","Batch3","Group4",88246.3205578372
"Cell2743","Batch3","Group4",67699.1862546156
"Cell2744","Batch3","Group3",52469.2963562931
"Cell2745","Batch3","Group3",48539.7853618608
"Cell2746","Batch3","Group4",44567.259995192
"Cell2747","Batch3","Group1",58210.5103522865
"Cell2748","Batch3","Group1",51230.7271180107
"Cell2749","Batch3","Group4",53656.1486283479
"Cell2750","Batch3","Group2",80179.4599316297
"Cell2751","Batch3","Group1",66348.1998059847
"Cell2752","Batch3","Group4",56349.648654685
"Cell2753","Batch3","Group2",52826.1196793854
"Cell2754","Batch3","Group1",67684.5565415088
"Cell2755","Batch3","Group4",82467.8914894108
"Cell2756","Batch3","Group3",54114.4596406269
"Cell2757","Batch3","Group4",47825.1448849323
"Cell2758","Batch3","Group1",72091.424383049
"Cell2759","Batch3","Group1",68642.0128598523
"Cell2760","Batch3","Group4",48121.8041482584
"Cell2761","Batch3","Group2",64849.1040859254
"Cell2762","Batch3","Group2",65373.6706943532
"Cell2763","Batch3","Group3",55791.6401249608
"Cell2764","Batch3","Group1",63748.4858686938
"Cell2765","Batch3","Group1",57399.2658533058
"Cell2766","Batch3","Group1",80902.1103313673
"Cell2767","Batch3","Group3",88754.3056894801
"Cell2768","Batch3","Group1",78410.2858324346
"Cell2769","Batch3","Group4",48386.1413816312
"Cell2770","Batch3","Group2",80688.0720747859
"Cell2771","Batch3","Group3",47651.4513582282
"Cell2772","Batch3","Group3",80754.9220455348
"Cell2773","Batch3","Group3",60739.3404486158
"Cell2774","Batch3","Group1",61525.8086972207
"Cell2775","Batch3","Group2",63087.7733390494
"Cell2776","Batch3","Group3",42929.7309577579
"Cell2777","Batch3","Group3",55657.2302857534
"Cell2778","Batch3","Group2",43480.2265233037
"Cell2779","Batch3","Group4",60346.7665030427
"Cell2780","Batch3","Group3",64899.6618720355
"Cell2781","Batch3","Group3",87500.5085328163
"Cell2782","Batch3","Group2",90971.6810223735
"Cell2783","Batch3","Group4",61472.0275298706
"Cell2784","Batch3","Group2",64499.6230744749
"Cell2785","Batch3","Group2",67054.4623672724
"Cell2786","Batch3","Group1",63837.3821918403
"Cell2787","Batch3","Group3",56313.273530485
"Cell2788","Batch3","Group2",55118.137893965
"Cell2789","Batch3","Group3",63172.9508456411
"Cell2790","Batch3","Group4",72419.6638359081
"Cell2791","Batch3","Group1",54835.6026468135
"Cell2792","Batch3","Group2",69028.4057039482
"Cell2793","Batch3","Group3",96079.2309411928
"Cell2794","Batch3","Group1",57525.2652489914
"Cell2795","Batch3","Group1",71931.5248154213
"Cell2796","Batch3","Group2",62639.8256666021
"Cell2797","Batch3","Group4",54671.4648454042
"Cell2798","Batch3","Group3",59225.7434157694
"Cell2799","Batch3","Group1",43315.4853007956
"Cell2800","Batch3","Group2",87590.8268014976
"Cell2801","Batch3","Group1",49628.6360998929
"Cell2802","Batch3","Group4",67040.4380291341
"Cell2803","Batch3","Group3",75957.1894487826
"Cell2804","Batch3","Group2",65165.8019737164
"Cell2805","Batch3","Group1",58526.3259707514
"Cell2806","Batch3","Group4",55839.3525319906
"Cell2807","Batch3","Group4",76382.1726711885
"Cell2808","Batch3","Group4",56903.3824136458
"Cell2809","Batch3","Group4",60000.6566261663
"Cell2810","Batch3","Group3",47329.8497847838
"Cell2811","Batch3","Group1",53601.2801533278
"Cell2812","Batch3","Group2",81263.5957516455
"Cell2813","Batch3","Group2",65798.8763616743
"Cell2814","Batch3","Group1",59802.5192218093
"Cell2815","Batch3","Group3",45688.5207349374
"Cell2816","Batch3","Group1",58605.7443318375
"Cell2817","Batch3","Group1",57834.2458018294
"Cell2818","Batch3","Group3",45918.2052297177
"Cell2819","Batch3","Group4",44931.4720646897
"Cell2820","Batch3","Group1",74342.1822580836
"Cell2821","Batch3","Group1",61883.5779643977
"Cell2822","Batch3","Group2",66907.9784704729
"Cell2823","Batch3","Group2",53796.8897923512
"Cell2824","Batch3","Group2",53065.5171098021
"Cell2825","Batch3","Group4",63948.3769581206
"Cell2826","Batch3","Group4",52808.1484296172
"Cell2827","Batch3","Group2",51509.0031112765
"Cell2828","Batch3","Group1",76381.4865844576
"Cell2829","Batch3","Group3",65570.7639454689
"Cell2830","Batch3","Group3",64063.497421557
"Cell2831","Batch3","Group3",59196.2356392433
"Cell2832","Batch3","Group1",55703.7877633551
"Cell2833","Batch3","Group2",64898.6441409677
"Cell2834","Batch3","Group1",85583.2272573795
"Cell2835","Batch3","Group3",48032.8276773546
"Cell2836","Batch3","Group3",55714.211694451
"Cell2837","Batch3","Group4",53572.333199772
"Cell2838","Batch3","Group3",82723.3023662531
"Cell2839","Batch3","Group2",79825.8155763664
"Cell2840","Batch3","Group3",84798.6266508736
"Cell2841","Batch3","Group4",72119.0527991072
"Cell2842","Batch3","Group4",49974.4301211049
"Cell2843","Batch3","Group4",70115.4691702105
"Cell2844","Batch3","Group1",85033.1480036507
"Cell2845","Batch3","Group4",68353.1801142329
"Cell2846","Batch3","Group2",61867.153674399
"Cell2847","Batch3","Group4",68499.8420829524
"Cell2848","Batch3","Group4",63058.7693330352
"Cell2849","Batch3","Group4",46848.1595055582
"Cell2850","Batch3","Group2",44442.3486594836
"Cell2851","Batch3","Group4",53690.3524598337
"Cell2852","Batch3","Group2",75306.6548835263
"Cell2853","Batch3","Group2",91983.0953038158
"Cell2854","Batch3","Group3",54257.1397586719
"Cell2855","Batch3","Group3",81752.0535752707
"Cell2856","Batch3","Group3",89801.5901371072
"Cell2857","Batch3","Group4",66436.1638098011
"Cell2858","Batch3","Group4",63206.2207381484
"Cell2859","Batch3","Group1",69024.9851405697
"Cell2860","Batch3","Group1",50364.0995839401
"Cell2861","Batch3","Group3",71302.5605265055
"Cell2862","Batch3","Group3",50641.5075370233
"Cell2863","Batch3","Group2",58255.3736268261
"Cell2864","Batch3","Group4",44765.5094124112
"Cell2865","Batch3","Group1",77821.4881018026
"Cell2866","Batch3","Group4",51995.528149514
"Cell2867","Batch3","Group1",40909.1611183423
"Cell2868","Batch3","Group4",59837.4035627952
"Cell2869","Batch3","Group4",55510.3533766365
"Cell2870","Batch3","Group1",51611.7488282945
"Cell2871","Batch3","Group2",65253.5950219529
"Cell2872","Batch3","Group1",71974.4567708843
"Cell2873","Batch3","Group3",52165.3115500753
"Cell2874","Batch3","Group1",59214.7113025824
"Cell2875","Batch3","Group3",51800.8320833902
"Cell2876","Batch3","Group3",59883.4910321661
"Cell2877","Batch3","Group2",64402.5931006858
"Cell2878","Batch3","Group2",71814.9481438678
"Cell2879","Batch3","Group1",76856.8113484202
"Cell2880","Batch3","Group3",48306.4505435049
"Cell2881","Batch3","Group4",86603.9259677565
"Cell2882","Batch3","Group1",72982.2101238949
"Cell2883","Batch3","Group3",51610.3125798109
"Cell2884","Batch3","Group1",59088.1573042389
"Cell2885","Batch3","Group2",53067.5715121788
"Cell2886","Batch3","Group1",69352.6647686025
"Cell2887","Batch3","Group2",80528.2883572515
"Cell2888","Batch3","Group2",61974.6569636754
"Cell2889","Batch3","Group4",71514.0252888492
"Cell2890","Batch3","Group4",92636.6476039759
"Cell2891","Batch3","Group4",59495.2415799584
"Cell2892","Batch3","Group1",76236.9197059241
"Cell2893","Batch3","Group4",77361.3554768949
"Cell2894","Batch3","Group3",47479.1634919709
"Cell2895","Batch3","Group3",51448.3588256534
"Cell2896","Batch3","Group2",43582.4644510872
"Cell2897","Batch3","Group3",53473.5210595592
"Cell2898","Batch3","Group2",65044.6956967832
"Cell2899","Batch3","Group4",67562.8601043343
"Cell2900","Batch3","Group1",56514.2319764604
"Cell2901","Batch3","Group2",40934.4772210899
"Cell2902","Batch3","Group2",55222.2910523463
"Cell2903","Batch3","Group2",58826.5061716701
"Cell2904","Batch3","Group4",69038.231182489
"Cell2905","Batch3","Group3",74477.4838544311
"Cell2906","Batch3","Group3",84328.4945765102
"Cell2907","Batch3","Group3",59895.1844867439
"Cell2908","Batch3","Group3",63991.0342927245
"Cell2909","Batch3","Group1",47264.7957890391
"Cell2910","Batch3","Group3",44752.0260695707
"Cell2911","Batch3","Group3",56983.1685220439
"Cell2912","Batch3","Group2",62409.7663659418
"Cell2913","Batch3","Group4",95274.6484795446
"Cell2914","Batch3","Group4",46196.5227313663
"Cell2915","Batch3","Group1",74956.707431716
"Cell2916","Batch3","Group1",57453.0336139781
"Cell2917","Batch3","Group3",51592.7002738251
"Cell2918","Batch3","Group1",56642.8675602777
"Cell2919","Batch3","Group2",58305.7023354709
"Cell2920","Batch3","Group2",54710.3225515517
"Cell2921","Batch3","Group2",65113.0195741119
"Cell2922","Batch3","Group2",64428.2998283775
"Cell2923","Batch3","Group4",31613.9193770204
"Cell2924","Batch3","Group1",65638.3549233872
"Cell2925","Batch3","Group2",46777.663554877
"Cell2926","Batch3","Group2",54050.3969740984
"Cell2927","Batch3","Group2",71428.5405370299
"Cell2928","Batch3","Group4",55073.1505304814
"Cell2929","Batch3","Group1",45566.9169574528
"Cell2930","Batch3","Group1",63239.8335446987
"Cell2931","Batch3","Group3",50227.740411657
"Cell2932","Batch3","Group3",66113.4843547423
"Cell2933","Batch3","Group2",52515.197621752
"Cell2934","Batch3","Group2",60990.7416432867
"Cell2935","Batch3","Group2",56226.6637550168
"Cell2936","Batch3","Group1",68309.7015794995
"Cell2937","Batch3","Group3",63353.2060007798
"Cell2938","Batch3","Group1",52414.219837557
"Cell2939","Batch3","Group1",63109.9462971179
"Cell2940","Batch3","Group3",84557.0622072448
"Cell2941","Batch3","Group2",56807.6824852096
"Cell2942","Batch3","Group1",61186.2014538952
"Cell2943","Batch3","Group3",39192.1381933555
"Cell2944","Batch3","Group4",76379.410087577
"Cell2945","Batch3","Group1",62379.189658013
"Cell2946","Batch3","Group1",69422.9839824625
"Cell2947","Batch3","Group3",52892.5905590674
"Cell2948","Batch3","Group2",59008.6710259552
"Cell2949","Batch3","Group3",51994.4218235073
"Cell2950","Batch3","Group3",46008.9427138943
"Cell2951","Batch3","Group4",48010.1877048251
"Cell2952","Batch3","Group2",75177.3468326713
"Cell2953","Batch3","Group1",59747.9344080208
"Cell2954","Batch3","Group3",66758.2993547166
"Cell2955","Batch3","Group3",92698.5588290001
"Cell2956","Batch3","Group1",61664.3869800281
"Cell2957","Batch3","Group4",67466.1001316572
"Cell2958","Batch3","Group4",57912.3897270847
"Cell2959","Batch3","Group3",68318.503770264
"Cell2960","Batch3","Group4",42547.0735577796
"Cell2961","Batch3","Group1",57001.179113204
"Cell2962","Batch3","Group4",74150.6806741918
"Cell2963","Batch3","Group1",69722.0003677801
"Cell2964","Batch3","Group4",55313.1422982353
