Cell,cell_type,batch
Cell999,Group2,Batch1
Cell1000,Group6,Batch1
Cell1001,Group9,Batch1
Cell1002,Group5,Batch1
Cell1003,Group5,Batch1
Cell1004,Group2,Batch1
Cell1005,Group9,Batch1
Cell1006,Group2,Batch1
Cell1007,Group4,Batch1
Cell1008,Group1,Batch1
Cell1009,Group8,Batch1
Cell1010,Group1,Batch1
Cell1011,Group8,Batch1
Cell1012,Group8,Batch1
Cell1013,Group10,Batch1
Cell1014,Group6,Batch1
Cell1015,Group1,Batch1
Cell1016,Group7,Batch1
Cell1017,Group8,Batch1
Cell1018,Group2,Batch1
Cell1019,Group8,Batch1
Cell1020,Group3,Batch1
Cell1021,Group9,Batch1
Cell1022,Group3,Batch1
Cell1023,Group1,Batch1
Cell1024,Group7,Batch1
Cell1025,Group7,Batch1
Cell1026,Group7,Batch1
Cell1027,Group10,Batch1
Cell1028,Group8,Batch1
Cell1029,Group1,Batch1
Cell1030,Group5,Batch1
Cell1031,Group8,Batch1
Cell1032,Group3,Batch1
Cell1033,Group2,Batch1
Cell1034,Group1,Batch1
Cell1035,Group9,Batch1
Cell1036,Group9,Batch1
Cell1037,Group6,Batch1
Cell1038,Group7,Batch1
Cell1039,Group4,Batch1
Cell1040,Group7,Batch1
Cell1041,Group6,Batch1
Cell1042,Group8,Batch1
Cell1043,Group10,Batch1
Cell1044,Group7,Batch1
Cell1045,Group5,Batch1
Cell1046,Group1,Batch1
Cell1047,Group1,Batch1
Cell1048,Group2,Batch1
Cell1049,Group7,Batch1
Cell1050,Group7,Batch1
Cell1051,Group2,Batch1
Cell1052,Group1,Batch1
Cell1053,Group3,Batch1
Cell1054,Group3,Batch1
Cell1055,Group2,Batch1
Cell1056,Group10,Batch1
Cell1057,Group7,Batch1
Cell1058,Group7,Batch1
Cell1059,Group9,Batch1
Cell1060,Group5,Batch1
Cell1061,Group10,Batch1
Cell1062,Group10,Batch1
Cell1063,Group7,Batch1
Cell1064,Group10,Batch1
Cell1065,Group8,Batch1
Cell1066,Group4,Batch1
Cell1067,Group6,Batch1
Cell1068,Group2,Batch1
Cell1069,Group5,Batch1
Cell1070,Group3,Batch1
Cell1071,Group7,Batch1
Cell1072,Group2,Batch1
Cell1073,Group3,Batch1
Cell1074,Group2,Batch1
Cell1075,Group4,Batch1
Cell1076,Group4,Batch1
Cell1077,Group2,Batch1
Cell1078,Group8,Batch1
Cell1079,Group2,Batch1
Cell1080,Group10,Batch1
Cell1081,Group7,Batch1
Cell1082,Group2,Batch1
Cell1083,Group5,Batch1
Cell1084,Group1,Batch1
Cell1085,Group3,Batch1
Cell1086,Group6,Batch1
Cell1087,Group3,Batch1
Cell1088,Group1,Batch1
Cell1089,Group9,Batch1
Cell1090,Group2,Batch1
Cell1091,Group10,Batch1
Cell1092,Group8,Batch1
Cell1093,Group7,Batch1
Cell1094,Group6,Batch1
Cell1095,Group8,Batch1
Cell1096,Group10,Batch1
Cell1097,Group7,Batch1
Cell1098,Group4,Batch1
Cell1099,Group4,Batch1
Cell1100,Group8,Batch1
Cell1101,Group3,Batch1
Cell1102,Group6,Batch1
Cell1103,Group9,Batch1
Cell1104,Group8,Batch1
Cell1105,Group7,Batch1
Cell1106,Group1,Batch1
Cell1107,Group6,Batch1
Cell1108,Group2,Batch1
Cell1109,Group2,Batch1
Cell1110,Group5,Batch1
Cell1111,Group5,Batch1
Cell1112,Group6,Batch1
Cell1113,Group6,Batch1
Cell1114,Group1,Batch1
Cell1115,Group9,Batch1
Cell1116,Group4,Batch1
Cell1117,Group4,Batch1
Cell1118,Group2,Batch1
Cell1119,Group6,Batch1
Cell1120,Group10,Batch1
Cell1121,Group3,Batch1
Cell1122,Group7,Batch1
Cell1123,Group10,Batch1
Cell1124,Group7,Batch1
Cell1125,Group8,Batch1
Cell1126,Group7,Batch1
Cell1127,Group6,Batch1
Cell1128,Group8,Batch1
Cell1129,Group5,Batch1
Cell1130,Group10,Batch1
Cell1131,Group10,Batch1
Cell1132,Group1,Batch1
Cell1133,Group7,Batch1
Cell1134,Group2,Batch1
Cell1135,Group4,Batch1
Cell1136,Group1,Batch1
Cell1137,Group1,Batch1
Cell1138,Group4,Batch1
Cell1139,Group10,Batch1
Cell1140,Group6,Batch1
Cell1141,Group3,Batch1
Cell1142,Group6,Batch1
Cell1143,Group5,Batch1
Cell1144,Group10,Batch1
Cell1145,Group7,Batch1
Cell1146,Group2,Batch1
Cell1147,Group8,Batch1
Cell1148,Group5,Batch1
Cell1149,Group2,Batch1
Cell1150,Group9,Batch1
Cell1151,Group3,Batch1
Cell1152,Group1,Batch1
Cell1153,Group10,Batch1
Cell1154,Group5,Batch1
Cell1155,Group1,Batch1
Cell1156,Group4,Batch1
Cell1157,Group9,Batch1
Cell1158,Group6,Batch1
Cell1159,Group1,Batch1
Cell1160,Group3,Batch1
Cell1161,Group1,Batch1
Cell1162,Group2,Batch1
Cell1163,Group6,Batch1
Cell1164,Group10,Batch1
Cell1165,Group1,Batch1
Cell1166,Group5,Batch1
Cell1167,Group10,Batch1
Cell1168,Group1,Batch1
Cell1169,Group6,Batch1
Cell1170,Group7,Batch1
Cell1171,Group8,Batch1
Cell1172,Group1,Batch1
Cell1173,Group6,Batch1
Cell1174,Group5,Batch1
Cell1175,Group1,Batch1
Cell1176,Group7,Batch1
Cell1177,Group8,Batch1
Cell1178,Group9,Batch1
Cell1179,Group7,Batch1
Cell1180,Group5,Batch1
Cell1181,Group6,Batch1
Cell1182,Group3,Batch1
Cell1183,Group9,Batch1
Cell1184,Group1,Batch1
Cell1185,Group7,Batch1
Cell1186,Group6,Batch1
Cell1187,Group7,Batch1
Cell1188,Group9,Batch1
Cell1189,Group7,Batch1
Cell1190,Group5,Batch1
Cell1191,Group3,Batch1
Cell1192,Group2,Batch1
Cell1193,Group4,Batch1
Cell1194,Group2,Batch1
Cell1195,Group7,Batch1
Cell1196,Group9,Batch1
Cell1197,Group10,Batch1
Cell1198,Group1,Batch1
Cell1199,Group4,Batch1
Cell1200,Group4,Batch1
Cell1201,Group2,Batch1
Cell1202,Group8,Batch1
Cell1203,Group3,Batch1
Cell1204,Group2,Batch1
Cell1205,Group10,Batch1
Cell1206,Group4,Batch1
Cell1207,Group5,Batch1
Cell1208,Group7,Batch1
Cell1209,Group1,Batch1
Cell1210,Group7,Batch1
Cell1211,Group4,Batch1
Cell1212,Group1,Batch1
Cell1213,Group6,Batch1
Cell1214,Group5,Batch1
Cell1215,Group5,Batch1
Cell1216,Group2,Batch1
Cell1217,Group6,Batch1
Cell1218,Group2,Batch1
Cell1219,Group3,Batch1
Cell1220,Group3,Batch1
Cell1221,Group7,Batch1
Cell1222,Group8,Batch1
Cell1223,Group7,Batch1
Cell1224,Group3,Batch1
Cell1225,Group1,Batch1
Cell1226,Group3,Batch1
Cell1227,Group6,Batch1
Cell1228,Group10,Batch1
Cell1229,Group8,Batch1
Cell1230,Group5,Batch1
Cell1231,Group8,Batch1
Cell1232,Group7,Batch1
Cell1233,Group7,Batch1
Cell1234,Group4,Batch1
Cell1235,Group7,Batch1
Cell1236,Group1,Batch1
Cell1237,Group9,Batch1
Cell1238,Group3,Batch1
Cell1239,Group2,Batch1
Cell1240,Group4,Batch1
Cell1241,Group10,Batch1
Cell1242,Group4,Batch1
Cell1243,Group8,Batch1
Cell1244,Group8,Batch1
Cell1245,Group6,Batch1
Cell1246,Group5,Batch1
Cell1247,Group2,Batch1
Cell1248,Group1,Batch1
Cell1249,Group7,Batch1
Cell1250,Group4,Batch1
Cell1251,Group2,Batch1
Cell1252,Group6,Batch1
Cell1253,Group5,Batch1
Cell1254,Group3,Batch1
Cell1255,Group1,Batch1
Cell1256,Group2,Batch1
Cell1257,Group3,Batch1
Cell1258,Group2,Batch1
Cell1259,Group1,Batch1
Cell1260,Group1,Batch1
Cell1261,Group3,Batch1
Cell1262,Group7,Batch1
Cell1263,Group8,Batch1
Cell1264,Group2,Batch1
Cell1265,Group1,Batch1
Cell1266,Group7,Batch1
Cell1267,Group7,Batch1
Cell1268,Group5,Batch1
Cell1269,Group7,Batch1
Cell1270,Group7,Batch1
Cell1271,Group7,Batch1
Cell1272,Group9,Batch1
Cell1273,Group7,Batch1
Cell1274,Group1,Batch1
Cell1275,Group2,Batch1
Cell1276,Group8,Batch1
Cell1277,Group1,Batch1
Cell1278,Group7,Batch1
Cell1279,Group5,Batch1
Cell1280,Group4,Batch1
Cell1281,Group2,Batch1
Cell1282,Group7,Batch1
Cell1283,Group7,Batch1
Cell1284,Group6,Batch1
Cell1285,Group5,Batch1
Cell1286,Group8,Batch1
Cell1287,Group8,Batch1
Cell1288,Group7,Batch1
Cell1289,Group6,Batch1
Cell1290,Group3,Batch1
Cell1291,Group7,Batch1
Cell1292,Group7,Batch1
Cell1293,Group1,Batch1
Cell1294,Group8,Batch1
Cell1295,Group3,Batch1
Cell1296,Group10,Batch1
Cell1297,Group7,Batch1
Cell1298,Group7,Batch1
Cell1299,Group3,Batch1
Cell1300,Group9,Batch1
Cell1301,Group10,Batch1
Cell1302,Group4,Batch1
Cell1303,Group10,Batch1
Cell1304,Group10,Batch1
Cell1305,Group2,Batch1
Cell1306,Group1,Batch1
Cell1307,Group8,Batch1
Cell1308,Group7,Batch1
Cell1309,Group1,Batch1
Cell1310,Group6,Batch1
Cell1311,Group9,Batch1
Cell1312,Group8,Batch1
Cell1313,Group6,Batch1
Cell1314,Group6,Batch1
Cell1315,Group10,Batch1
Cell1316,Group6,Batch1
Cell1317,Group4,Batch1
Cell1318,Group7,Batch1
Cell1319,Group2,Batch1
Cell1320,Group9,Batch1
Cell1321,Group6,Batch1
Cell1322,Group2,Batch1
Cell1323,Group7,Batch1
Cell1324,Group9,Batch1
Cell1325,Group2,Batch1
Cell1326,Group2,Batch1
Cell1327,Group5,Batch1
Cell1328,Group4,Batch1
Cell1329,Group9,Batch1
Cell1330,Group5,Batch1
Cell1331,Group3,Batch1
Cell1332,Group7,Batch1
Cell1333,Group6,Batch1
Cell1334,Group1,Batch1
Cell1335,Group7,Batch1
Cell1336,Group5,Batch1
Cell1337,Group2,Batch1
Cell1338,Group5,Batch1
Cell1339,Group9,Batch1
Cell1340,Group10,Batch1
Cell1341,Group5,Batch1
Cell1342,Group2,Batch1
Cell1343,Group7,Batch1
Cell1344,Group10,Batch1
Cell1345,Group2,Batch1
Cell1346,Group1,Batch1
Cell1347,Group1,Batch1
Cell1348,Group6,Batch1
Cell1349,Group10,Batch1
Cell1350,Group7,Batch1
Cell1351,Group3,Batch1
Cell1352,Group8,Batch1
Cell1353,Group10,Batch1
Cell1354,Group1,Batch1
Cell1355,Group6,Batch1
Cell1356,Group7,Batch1
Cell1357,Group2,Batch1
Cell1358,Group6,Batch1
Cell1359,Group9,Batch1
Cell1360,Group7,Batch1
Cell1361,Group5,Batch1
Cell1362,Group7,Batch1
Cell1363,Group7,Batch1
Cell1364,Group3,Batch1
Cell1365,Group3,Batch1
Cell1366,Group3,Batch1
Cell1367,Group3,Batch1
Cell1368,Group5,Batch1
Cell1369,Group8,Batch1
Cell1370,Group2,Batch1
Cell1371,Group5,Batch1
Cell1372,Group7,Batch1
Cell1373,Group2,Batch1
Cell1374,Group8,Batch1
Cell1375,Group6,Batch1
Cell1376,Group1,Batch1
Cell1377,Group2,Batch1
Cell1378,Group4,Batch1
Cell1379,Group3,Batch1
Cell1380,Group1,Batch1
Cell1381,Group5,Batch1
Cell1382,Group3,Batch1
Cell1383,Group2,Batch1
Cell1384,Group8,Batch1
Cell1385,Group4,Batch1
Cell1386,Group3,Batch1
Cell1387,Group5,Batch1
Cell1388,Group2,Batch1
Cell1389,Group2,Batch1
Cell1390,Group8,Batch1
Cell1391,Group5,Batch1
Cell1392,Group1,Batch1
Cell1393,Group2,Batch1
Cell1394,Group1,Batch1
Cell1395,Group10,Batch1
Cell1396,Group10,Batch1
Cell1397,Group7,Batch1
Cell1398,Group5,Batch1
Cell1399,Group6,Batch1
Cell1400,Group2,Batch1
Cell1401,Group2,Batch1
Cell1402,Group10,Batch1
Cell1403,Group1,Batch1
Cell1404,Group2,Batch1
Cell1405,Group10,Batch1
Cell1406,Group3,Batch1
Cell1407,Group10,Batch1
Cell1408,Group5,Batch1
Cell1409,Group4,Batch1
Cell1410,Group2,Batch1
Cell1411,Group7,Batch1
Cell1412,Group3,Batch1
Cell1413,Group10,Batch1
Cell1414,Group7,Batch1
Cell1415,Group3,Batch1
Cell1416,Group2,Batch1
Cell1417,Group5,Batch1
Cell1418,Group9,Batch1
Cell1419,Group4,Batch1
Cell1420,Group10,Batch1
Cell1421,Group10,Batch1
Cell1422,Group10,Batch1
Cell1423,Group1,Batch1
Cell1424,Group2,Batch1
Cell1425,Group1,Batch1
Cell1426,Group2,Batch1
Cell1427,Group7,Batch1
Cell1428,Group6,Batch1
Cell1429,Group2,Batch1
Cell1430,Group3,Batch1
Cell1431,Group2,Batch1
Cell1432,Group7,Batch1
Cell1433,Group1,Batch1
Cell1434,Group2,Batch1
Cell1435,Group6,Batch1
Cell1436,Group8,Batch1
Cell1437,Group6,Batch1
Cell1438,Group1,Batch1
Cell1439,Group2,Batch1
Cell1440,Group9,Batch1
Cell1441,Group4,Batch1
Cell1442,Group3,Batch1
Cell1443,Group7,Batch1
Cell1444,Group4,Batch1
Cell1445,Group6,Batch1
Cell1446,Group3,Batch1
Cell1447,Group8,Batch1
Cell1448,Group3,Batch1
Cell1449,Group7,Batch1
Cell1450,Group1,Batch1
Cell1451,Group2,Batch1
Cell1452,Group10,Batch1
Cell1453,Group4,Batch1
Cell1454,Group1,Batch1
Cell1455,Group4,Batch1
Cell1456,Group1,Batch1
Cell1457,Group3,Batch1
Cell1458,Group3,Batch1
Cell1459,Group10,Batch1
Cell1460,Group10,Batch1
Cell1461,Group9,Batch1
Cell1462,Group1,Batch1
Cell1463,Group7,Batch1
Cell1464,Group3,Batch1
Cell1465,Group4,Batch1
Cell1466,Group5,Batch1
Cell1467,Group1,Batch1
Cell1468,Group1,Batch1
Cell1469,Group6,Batch1
Cell1470,Group7,Batch1
Cell1471,Group8,Batch1
Cell1472,Group8,Batch1
Cell1473,Group2,Batch1
Cell1474,Group1,Batch1
Cell1475,Group4,Batch1
Cell1476,Group1,Batch1
Cell1477,Group3,Batch1
Cell1478,Group5,Batch1
Cell1479,Group5,Batch1
Cell1480,Group3,Batch1
Cell1481,Group10,Batch1
Cell1482,Group10,Batch1
Cell1483,Group7,Batch1
Cell1484,Group4,Batch1
Cell1485,Group1,Batch1
Cell1486,Group1,Batch1
Cell1487,Group10,Batch1
Cell1488,Group7,Batch1
Cell1489,Group5,Batch1
Cell1490,Group5,Batch1
Cell1491,Group8,Batch1
Cell1492,Group7,Batch1
Cell1493,Group3,Batch1
Cell1494,Group6,Batch1
Cell1495,Group1,Batch1
Cell1496,Group4,Batch1
Cell1497,Group10,Batch1
Cell1498,Group4,Batch1
Cell1499,Group2,Batch1
Cell1500,Group1,Batch1
Cell1501,Group5,Batch1
Cell1502,Group1,Batch1
Cell1503,Group2,Batch1
Cell1504,Group9,Batch1
Cell1505,Group5,Batch1
Cell1506,Group3,Batch1
Cell1507,Group2,Batch1
Cell1508,Group8,Batch1
Cell1509,Group9,Batch1
Cell1510,Group1,Batch1
Cell1511,Group8,Batch1
Cell1512,Group8,Batch1
Cell1513,Group9,Batch1
Cell1514,Group7,Batch1
Cell1515,Group8,Batch1
Cell1516,Group10,Batch1
Cell1517,Group5,Batch1
Cell1518,Group4,Batch1
Cell1519,Group8,Batch1
Cell1520,Group1,Batch1
Cell1521,Group7,Batch1
Cell1522,Group8,Batch1
Cell1523,Group8,Batch1
Cell1524,Group5,Batch1
Cell1525,Group8,Batch1
Cell1526,Group5,Batch1
Cell1527,Group5,Batch1
Cell1528,Group7,Batch1
Cell1529,Group10,Batch1
Cell1530,Group10,Batch1
Cell1531,Group3,Batch1
Cell1532,Group7,Batch1
Cell1533,Group9,Batch1
Cell1534,Group7,Batch1
Cell1535,Group2,Batch1
Cell1536,Group4,Batch1
Cell1537,Group8,Batch1
Cell1538,Group10,Batch1
Cell1539,Group10,Batch1
Cell1540,Group9,Batch1
Cell1541,Group6,Batch1
Cell1542,Group8,Batch1
Cell1543,Group8,Batch1
Cell1544,Group4,Batch1
Cell1545,Group7,Batch1
Cell1546,Group1,Batch1
Cell1547,Group3,Batch1
Cell1548,Group8,Batch1
Cell1549,Group6,Batch1
Cell1550,Group7,Batch1
Cell1551,Group2,Batch1
Cell1552,Group9,Batch1
Cell1553,Group8,Batch1
Cell1554,Group5,Batch1
Cell1555,Group8,Batch1
Cell1556,Group7,Batch1
Cell1557,Group1,Batch1
Cell1558,Group4,Batch1
Cell1559,Group2,Batch1
Cell1560,Group7,Batch1
Cell1561,Group8,Batch1
Cell1562,Group8,Batch1
Cell1563,Group8,Batch1
Cell1564,Group10,Batch1
Cell1565,Group4,Batch1
Cell1566,Group5,Batch1
Cell1567,Group7,Batch1
Cell1568,Group4,Batch1
Cell1569,Group3,Batch1
Cell1570,Group6,Batch1
Cell1571,Group2,Batch1
Cell1572,Group5,Batch1
Cell1573,Group10,Batch1
Cell1574,Group5,Batch1
Cell1575,Group2,Batch1
Cell1576,Group5,Batch1
Cell1577,Group10,Batch1
Cell1578,Group1,Batch1
Cell1579,Group7,Batch1
Cell1580,Group7,Batch1
Cell1581,Group7,Batch1
Cell1582,Group2,Batch1
Cell1583,Group3,Batch1
Cell1584,Group7,Batch1
Cell1585,Group8,Batch1
Cell1586,Group4,Batch1
Cell1587,Group9,Batch1
Cell1588,Group3,Batch1
Cell1589,Group2,Batch1
Cell1590,Group8,Batch1
Cell1591,Group4,Batch1
Cell1592,Group9,Batch1
Cell1593,Group1,Batch1
Cell1594,Group9,Batch1
Cell1595,Group9,Batch1
Cell1596,Group3,Batch1
Cell1597,Group3,Batch1
Cell1598,Group7,Batch1
Cell1599,Group3,Batch1
Cell1600,Group7,Batch1
Cell1601,Group9,Batch1
Cell1602,Group7,Batch1
Cell1603,Group8,Batch1
Cell1604,Group4,Batch1
Cell1605,Group8,Batch1
Cell1606,Group5,Batch1
Cell1607,Group6,Batch1
Cell1608,Group10,Batch1
Cell1609,Group5,Batch1
Cell1610,Group7,Batch1
Cell1611,Group3,Batch1
Cell1612,Group6,Batch1
Cell1613,Group4,Batch1
Cell1614,Group3,Batch1
Cell1615,Group1,Batch1
Cell1616,Group8,Batch1
Cell1617,Group8,Batch1
Cell1618,Group10,Batch1
Cell1619,Group3,Batch1
Cell1620,Group9,Batch1
Cell1621,Group9,Batch1
Cell1622,Group10,Batch1
Cell1623,Group5,Batch1
Cell1624,Group9,Batch1
Cell1625,Group5,Batch1
Cell1626,Group1,Batch1
Cell1627,Group3,Batch1
Cell1628,Group10,Batch1
Cell1629,Group8,Batch1
Cell1630,Group1,Batch1
Cell1631,Group1,Batch1
Cell1632,Group2,Batch1
Cell1633,Group6,Batch1
Cell1634,Group7,Batch1
Cell1635,Group7,Batch1
Cell1636,Group4,Batch1
Cell1637,Group9,Batch1
Cell1638,Group4,Batch1
Cell1639,Group8,Batch1
Cell1640,Group2,Batch1
Cell1641,Group4,Batch1
Cell1642,Group7,Batch1
Cell1643,Group8,Batch1
Cell1644,Group7,Batch1
Cell1645,Group7,Batch1
Cell1646,Group1,Batch1
Cell1647,Group5,Batch1
Cell1648,Group7,Batch1
Cell1649,Group8,Batch1
Cell1650,Group10,Batch1
Cell1651,Group7,Batch1
Cell1652,Group2,Batch1
Cell1653,Group1,Batch1
Cell1654,Group6,Batch1
Cell1655,Group1,Batch1
Cell1656,Group6,Batch1
Cell1657,Group8,Batch1
Cell1658,Group10,Batch1
Cell1659,Group3,Batch1
Cell1660,Group10,Batch1
Cell1661,Group5,Batch1
Cell1662,Group1,Batch1
Cell1663,Group5,Batch1
Cell1664,Group7,Batch1
Cell1665,Group3,Batch1
Cell1666,Group10,Batch1
Cell1667,Group8,Batch1
Cell1668,Group6,Batch1
Cell1669,Group10,Batch1
Cell1670,Group5,Batch1
Cell1671,Group6,Batch1
Cell1672,Group10,Batch1
Cell1673,Group1,Batch1
Cell1674,Group6,Batch1
Cell1675,Group9,Batch1
Cell1676,Group2,Batch1
Cell1677,Group1,Batch1
Cell1678,Group6,Batch1
Cell1679,Group7,Batch1
Cell1680,Group7,Batch1
Cell1681,Group5,Batch1
Cell1682,Group7,Batch1
Cell1683,Group1,Batch1
Cell1684,Group2,Batch1
Cell1685,Group2,Batch1
Cell1686,Group3,Batch1
Cell1687,Group10,Batch1
Cell1688,Group7,Batch1
Cell1689,Group7,Batch1
Cell1690,Group10,Batch1
Cell1691,Group8,Batch1
Cell1692,Group2,Batch1
Cell1693,Group7,Batch1
Cell1694,Group6,Batch1
Cell1695,Group9,Batch1
Cell1696,Group7,Batch1
Cell1697,Group3,Batch1
Cell1698,Group5,Batch1
Cell1699,Group3,Batch1
Cell1700,Group1,Batch1
Cell1701,Group1,Batch1
Cell1702,Group5,Batch1
Cell1703,Group2,Batch1
Cell1704,Group3,Batch1
Cell1705,Group5,Batch1
Cell1706,Group7,Batch1
Cell1707,Group10,Batch1
Cell1708,Group10,Batch1
Cell1709,Group10,Batch1
Cell1710,Group1,Batch1
Cell1711,Group1,Batch1
Cell1712,Group7,Batch1
Cell1713,Group7,Batch1
Cell1714,Group6,Batch1
Cell1715,Group5,Batch1
Cell1716,Group1,Batch1
Cell1717,Group9,Batch1
Cell1718,Group8,Batch1
Cell1719,Group7,Batch1
Cell1720,Group3,Batch1
Cell1721,Group6,Batch1
Cell1722,Group7,Batch1
Cell1723,Group7,Batch1
Cell1724,Group2,Batch1
Cell1725,Group10,Batch1
Cell1726,Group2,Batch1
Cell1727,Group7,Batch1
Cell1728,Group8,Batch1
Cell1729,Group9,Batch1
Cell1730,Group2,Batch1
Cell1731,Group1,Batch1
Cell1732,Group7,Batch1
Cell1733,Group6,Batch1
Cell1734,Group5,Batch1
Cell1735,Group9,Batch1
Cell1736,Group7,Batch1
Cell1737,Group1,Batch1
Cell1738,Group5,Batch1
Cell1739,Group3,Batch1
Cell1740,Group7,Batch1
Cell1741,Group4,Batch1
Cell1742,Group8,Batch1
Cell1743,Group10,Batch1
Cell1744,Group3,Batch1
Cell1745,Group7,Batch1
Cell1746,Group3,Batch1
Cell1747,Group7,Batch1
Cell1748,Group3,Batch1
Cell1749,Group7,Batch1
Cell1750,Group1,Batch1
Cell1751,Group3,Batch1
Cell1752,Group7,Batch1
Cell1753,Group7,Batch1
Cell1754,Group2,Batch1
Cell1755,Group5,Batch1
Cell1756,Group1,Batch1
Cell1757,Group5,Batch1
Cell1758,Group7,Batch1
Cell1759,Group10,Batch1
Cell1760,Group5,Batch1
Cell1761,Group1,Batch1
Cell1762,Group1,Batch1
Cell1763,Group7,Batch1
Cell1764,Group4,Batch1
Cell1765,Group6,Batch1
Cell1766,Group1,Batch1
Cell1767,Group4,Batch1
Cell1768,Group1,Batch1
Cell1769,Group7,Batch1
Cell1770,Group1,Batch1
Cell1771,Group10,Batch1
Cell1772,Group1,Batch1
Cell1773,Group9,Batch1
Cell1774,Group7,Batch1
Cell1775,Group3,Batch1
Cell1776,Group7,Batch1
Cell1777,Group7,Batch1
Cell1778,Group1,Batch1
Cell1779,Group9,Batch1
Cell1780,Group6,Batch1
Cell1781,Group8,Batch1
Cell1782,Group2,Batch1
Cell1783,Group1,Batch1
Cell1784,Group7,Batch1
Cell1785,Group9,Batch1
Cell1786,Group9,Batch1
Cell1787,Group10,Batch1
Cell1788,Group6,Batch1
Cell1789,Group5,Batch1
Cell1790,Group1,Batch1
Cell1791,Group1,Batch1
Cell1792,Group2,Batch1
Cell1793,Group1,Batch1
Cell1794,Group2,Batch1
Cell1795,Group3,Batch1
Cell1796,Group10,Batch1
Cell1797,Group5,Batch1
Cell1798,Group10,Batch1
Cell1799,Group6,Batch1
Cell1800,Group8,Batch1
Cell1801,Group3,Batch1
Cell1802,Group1,Batch1
Cell1803,Group8,Batch1
Cell1804,Group9,Batch1
Cell1805,Group10,Batch1
Cell1806,Group5,Batch1
Cell1807,Group3,Batch1
Cell1808,Group10,Batch1
Cell1809,Group6,Batch1
Cell1810,Group2,Batch1
Cell1811,Group8,Batch1
Cell1812,Group9,Batch1
Cell1813,Group3,Batch1
Cell1814,Group2,Batch1
Cell1815,Group7,Batch1
Cell1816,Group6,Batch1
Cell1817,Group5,Batch1
Cell1818,Group4,Batch1
Cell1819,Group3,Batch1
Cell1820,Group9,Batch1
Cell1821,Group6,Batch1
Cell1822,Group9,Batch1
Cell1823,Group9,Batch1
Cell1824,Group5,Batch1
Cell1825,Group6,Batch1
Cell1826,Group1,Batch1
Cell1827,Group5,Batch1
Cell1828,Group2,Batch1
Cell1829,Group1,Batch1
Cell1830,Group6,Batch1
Cell1831,Group8,Batch1
Cell1832,Group7,Batch1
Cell1833,Group4,Batch1
Cell1834,Group7,Batch1
Cell1835,Group4,Batch1
Cell1836,Group7,Batch1
Cell1837,Group7,Batch1
Cell1838,Group5,Batch1
Cell1839,Group5,Batch1
Cell1840,Group3,Batch1
Cell1841,Group3,Batch1
Cell1842,Group1,Batch1
Cell1843,Group3,Batch1
Cell1844,Group7,Batch1
Cell1845,Group8,Batch1
Cell1846,Group7,Batch1
Cell1847,Group1,Batch1
Cell1848,Group7,Batch1
Cell1849,Group9,Batch1
Cell1850,Group10,Batch1
Cell1851,Group8,Batch1
Cell1852,Group9,Batch1
Cell1853,Group3,Batch1
Cell1854,Group7,Batch1
Cell1855,Group4,Batch1
Cell1856,Group4,Batch1
Cell1857,Group2,Batch1
Cell1858,Group6,Batch1
Cell1859,Group2,Batch1
Cell1860,Group2,Batch1
Cell1861,Group6,Batch1
Cell1862,Group7,Batch1
Cell1863,Group7,Batch1
Cell1864,Group5,Batch1
Cell1865,Group7,Batch1
Cell1866,Group1,Batch1
Cell1867,Group5,Batch1
Cell1868,Group5,Batch1
Cell1869,Group1,Batch1
Cell1870,Group3,Batch1
Cell1871,Group8,Batch1
Cell1872,Group1,Batch1
Cell1873,Group8,Batch1
Cell1874,Group5,Batch1
Cell1875,Group3,Batch1
Cell1876,Group1,Batch1
Cell1877,Group8,Batch1
Cell1878,Group9,Batch1
Cell1879,Group8,Batch1
Cell1880,Group1,Batch1
Cell1881,Group5,Batch1
Cell1882,Group7,Batch1
Cell1883,Group7,Batch1
Cell1884,Group2,Batch1
Cell1885,Group7,Batch1
Cell1886,Group9,Batch1
Cell1887,Group5,Batch1
Cell1888,Group5,Batch1
Cell1889,Group6,Batch1
Cell1890,Group1,Batch1
Cell1891,Group1,Batch1
Cell1892,Group2,Batch1
Cell1893,Group3,Batch1
Cell1894,Group7,Batch1
Cell1895,Group6,Batch1
Cell1896,Group1,Batch1
Cell1897,Group9,Batch1
Cell1898,Group5,Batch1
Cell1899,Group7,Batch1
Cell1900,Group10,Batch1
Cell1901,Group4,Batch1
Cell1902,Group2,Batch1
Cell1903,Group5,Batch1
Cell1904,Group10,Batch1
Cell1905,Group5,Batch1
Cell1906,Group2,Batch1
Cell1907,Group7,Batch1
Cell1908,Group8,Batch1
Cell1909,Group10,Batch1
Cell1910,Group2,Batch1
Cell1911,Group9,Batch1
Cell1912,Group1,Batch1
Cell1913,Group4,Batch1
